Timestamp_Epoch_s,Sim_Time_Myr,Core_Separation_kpc,Relative_Velocity_kms,Tidal_Strain_arb,Collision_Phase,Peak_Central_mu,Effective_Radius_kpc
1789816776.175,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816776.296,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816776.416,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816776.533,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816776.648,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816776.763,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816776.881,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816776.992,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816777.108,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816777.226,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816777.340,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816777.458,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816777.575,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816777.694,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816777.808,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816777.925,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816778.045,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816778.163,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816778.282,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816778.395,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816778.515,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816778.637,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816778.749,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816778.872,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816778.993,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816779.113,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816779.231,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816779.348,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816779.463,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816779.577,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816779.696,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816779.810,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816779.925,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816780.046,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816780.163,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816780.276,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816780.393,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816780.513,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816780.630,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816780.752,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816780.874,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816780.987,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816781.118,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816781.244,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816781.355,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816781.477,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816781.593,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816781.709,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816781.830,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816781.945,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816782.059,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816782.178,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816782.295,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816782.407,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816782.522,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816782.639,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816782.747,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816782.859,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816782.978,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816783.093,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816783.214,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816783.333,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816783.447,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816783.565,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816783.682,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816783.797,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816783.916,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816784.033,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816784.149,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816784.272,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816784.389,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816784.509,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816784.627,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816784.744,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816784.860,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816784.981,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816785.096,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816785.213,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816785.332,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816785.444,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816785.558,0.00,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,18.27,13.277
1789816785.818,0.07,148.62,539.41,55.1593,1. INBOUND ORBITAL PLUNGE,31.00,15.332
1789816785.983,0.14,147.72,1002.61,55.8311,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816786.123,0.22,146.32,1472.84,56.9073,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816786.268,0.29,144.40,1953.40,58.4304,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816786.405,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816786.503,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816786.603,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816786.709,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816786.813,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816786.922,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816787.031,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816787.137,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816787.247,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816787.355,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816787.462,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816787.565,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816787.674,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816787.783,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816787.893,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816788.002,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816788.109,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816788.220,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816788.332,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816788.443,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816788.549,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816788.660,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816788.777,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816788.889,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816789.006,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816789.120,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816789.235,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816789.352,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816789.475,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816789.593,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816789.711,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816789.829,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816789.945,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816790.060,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816790.177,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816790.293,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816790.411,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816790.525,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816790.641,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816790.757,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816790.869,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816790.985,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816791.099,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816791.214,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816791.330,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816791.443,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816791.558,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816791.679,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816791.793,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816791.909,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816792.025,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816792.138,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816792.252,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816792.371,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816792.483,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816792.599,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816792.712,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816792.830,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816792.945,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816793.066,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816793.179,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816793.295,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816793.414,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816793.530,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816793.681,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816793.798,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816793.914,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816794.052,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816794.194,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816794.309,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816794.423,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816794.553,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816794.673,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816794.795,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816794.893,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816795.036,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816795.187,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816795.291,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816795.377,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816795.504,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816795.636,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816795.750,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816795.875,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816795.994,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816796.113,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816796.233,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816796.356,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816796.483,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816796.605,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816796.725,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816796.847,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816796.975,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816797.095,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816797.215,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816797.329,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816797.448,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816797.563,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816797.682,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816797.797,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816797.909,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816798.037,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816798.150,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816798.265,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816798.382,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816798.506,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816798.625,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816798.735,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816799.229,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816799.521,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816800.013,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816800.471,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816800.971,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816801.218,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816801.379,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816801.519,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816801.749,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816801.843,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816801.952,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816802.900,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816804.448,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816806.100,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816806.513,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816806.784,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816806.917,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816807.315,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816807.603,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816808.099,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816808.715,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816808.848,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816809.020,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816809.123,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816809.313,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816809.940,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816810.316,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816810.471,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816810.694,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816810.980,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816811.062,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816811.221,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816811.365,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816811.684,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816811.799,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816812.033,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816812.131,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816812.301,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816812.429,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816812.834,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816813.136,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816813.289,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816813.571,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816813.666,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816813.915,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816814.070,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816814.291,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816814.538,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816814.630,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816814.927,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816815.249,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816815.368,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816815.665,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816816.003,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816816.378,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816816.534,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816816.781,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816817.120,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816817.522,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816817.900,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816818.160,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816818.332,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816818.619,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816818.735,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816818.976,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816819.230,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816819.399,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816819.651,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816819.837,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
1789816820.033,0.36,141.95,2448.14,60.4644,1. INBOUND ORBITAL PLUNGE,31.00,17.705
